ST004D01T,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,AGE,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
2.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,1.0,1.0,16.17,545.997,566.143,538.069,538.647,544.345,550.64,536.711,550.334,570.621,540.792,619.396,572.659,597.473,644.726,619.881,613.097,596.521,609.897,605.846,557.933,575.451,609.333,567.287,585.246,563.05,565.733,470.657,570.633,649.542,534.107
2.0,3.0,,,,,,,,,,,,,,15.92,288.337,278.509,311.986,330.61,257.943,271.206,275.081,288.513,275.405,306.102,393.762,371.131,376.99,409.964,398.605,388.94,354.298,425.117,377.99,371.325,277.736,369.987,368.162,356.369,294.043,359.375,388.547,404.516,369.999,379.211
2.0,,,,,,,,,,,,,,,15.25,350.434,313.98,356.13,332.542,368.799,389.809,388.253,359.588,373.57,399.743,306.935,323.982,334.095,317.234,331.481,288.663,332.59,305.703,311.339,319.807,352.955,367.675,297.643,332.713,387.171,316.314,347.546,339.568,381.037,335.043
1.0,,,,,,,,,,,,,,,15.92,391.908,440.364,407.569,397.121,473.546,428.64,396.517,420.236,418.642,453.506,499.566,515.336,507.145,481.225,550.773,494.836,498.198,506.954,520.858,464.696,416.292,503.526,460.71,435.89,489.54,467.415,406.413,477.245,465.57,466.197
2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,15.42,518.134,508.834,521.802,525.758,542.523,483.798,475.759,520.718,492.17,504.612,473.395,435.819,449.053,447.868,458.292,478.898,432.199,475.664,432.318,454.113,509.875,448.535,544.724,517.428,580.415,517.787,442.93,515.575,446.941,477.862
1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.67,481.133,467.66,468.168,469.883,437.061,455.623,435.209,436.1,450.953,469.893,478.612,471.371,501.533,535.356,495.95,522.466,454.33,588.148,575.765,512.686,492.803,500.815,455.575,464.314,487.26,498.815,487.6,512.046,451.198,470.998
1.0,,,,,,,,,,,,,,,15.83,343.334,382.331,378.871,383.255,348.186,373.748,334.479,350.003,391.076,312.964,338.791,375.478,412.508,404.516,439.54,377.901,341.42,393.991,395.135,390.042,372.103,398.421,416.143,387.61,412.175,400.14,404.054,378.826,397.771,338.304
2.0,,,,,,,,,,,,,,,15.33,362.486,316.209,332.514,295.855,314.204,319.501,357.595,315.613,321.771,289.789,334.814,401.55,376.567,308.61,305.372,282.659,321.086,376.347,378.177,267.504,362.624,366.439,343.777,351.199,358.444,328.694,377.374,321.488,335.027,322.901
1.0,3.0,6.0,6.0,2.0,6.0,1.0,6.0,2.0,6.0,6.0,2.0,6.0,2.0,6.0,15.5,332.197,317.007,304.547,336.82,339.787,365.019,350.005,305.937,318.983,340.653,362.873,398.255,383.59,377.157,403.074,406.135,355.179,354.355,339.292,369.66,320.527,310.377,328.863,386.116,363.026,358.473,415.488,310.038,308.553,347.054
2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.83,440.273,451.745,471.724,532.805,476.67,440.439,462.502,488.686,452.935,460.984,515.294,487.525,479.268,547.46,500.738,538.33,502.283,528.225,553.43,523.57,556.137,473.389,543.209,560.959,508.905,527.89,554.124,558.681,495.537,564.558
2.0,,,,,,,,,,,,,,,15.42,349.299,347.605,351.964,331.485,335.303,347.094,319.33,323.042,316.767,366.109,258.323,359.984,297.764,306.379,336.899,364.29,396.558,337.286,348.936,347.282,359.485,336.736,304.683,294.733,311.734,358.36,352.712,328.404,342.006,337.502
2.0,,,,,,,,,,,,,,,15.83,363.779,309.113,339.546,374.924,415.1,343.962,357.758,373.904,317.446,349.618,353.653,421.125,390.571,370.652,419.707,353.189,429.142,364.831,354.951,374.979,411.624,367.108,388.022,416.274,471.612,367.124,438.733,358.348,369.171,424.268
2.0,,,,,,,,,,,,,,,15.75,330.155,303.949,325.974,299.266,348.257,315.44,313.969,359.807,363.707,324.304,279.769,369.349,378.834,327.617,338.319,337.184,315.936,323.333,372.108,331.09,345.513,282.636,281.06,327.703,336.542,312.225,337.371,311.061,352.263,293.81
2.0,,3.0,4.0,,4.0,3.0,6.0,,,,,,,,15.42,332.909,325.678,311.802,282.357,328.507,330.289,397.458,345.931,333.345,318.134,364.863,284.21,339.531,317.159,280.689,257.695,288.392,319.429,305.677,314.929,278.228,269.369,315.772,268.594,288.552,322.654,339.143,299.301,361.898,318.752
2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,15.92,542.007,584.325,559.927,584.218,578.58,575.259,533.27,566.337,519.179,551.87,619.91,569.608,627.953,614.58,630.608,617.984,567.37,623.99,596.846,597.975,588.736,627.443,598.165,621.828,642.923,629.47,600.82,582.275,581.239,605.003
1.0,1.0,6.0,5.0,5.0,6.0,4.0,1.0,,,,,,,,15.33,395.833,421.486,390.366,390.84,430.382,409.65,435.831,405.367,465.794,406.198,430.708,460.115,475.697,432.486,409.579,450.936,565.535,472.027,425.369,519.455,399.644,436.565,393.018,417.589,419.373,370.204,412.514,466.856,434.034,439.102
1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,15.83,480.188,507.79,474.976,478.312,495.991,522.384,480.458,514.893,506.282,460.544,594.465,589.094,655.428,570.663,646.276,647.763,704.239,560.071,635.343,576.065,544.505,564.197,546.541,561.048,549.34,587.253,543.188,579.366,575.959,541.093
2.0,,3.0,3.0,3.0,4.0,,1.0,,,,,,,,15.42,444.163,440.29,431.361,465.967,455.764,422.539,450.083,437.784,411.516,428.048,382.565,394.948,444.915,486.086,431.793,381.061,445.792,459.94,434.432,456.9,489.93,452.82,522.933,525.064,492.199,479.519,534.921,486.223,515.652,541.789
1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,15.25,470.453,424.758,461.11,453.73,505.747,470.703,441.797,418.07,458.703,499.42,583.728,478.6,593.535,562.509,585.326,499.676,564.251,592.821,566.96,618.281,549.395,545.107,505.939,514.13,528.574,531.278,512.474,514.062,494.877,553.621
2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,16.17,411.696,393.476,401.578,396.403,364.371,455.47,409.85,418.459,440.708,416.864,424.194,395.445,422.678,390.736,403.84,400.189,402.195,397.838,389.335,409.649,436.259,440.516,364.38,352.003,376.654,479.072,410.458,426.776,418.447,348.059
1.0,,,,,,,,,,,,,,,16.0,373.541,278.55,305.442,282.027,280.582,331.179,266.738,280.059,311.302,281.043,387.399,346.289,381.366,358.112,341.476,369.153,379.879,338.592,360.732,401.962,334.256,303.4,413.436,350.183,298.926,346.739,331.548,345.986,312.533,373.854
2.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,5.0,6.0,6.0,6.0,4.0,3.0,5.0,15.58,324.008,328.243,388.3,398.812,387.93,325.996,380.818,377.135,386.181,381.531,327.665,375.107,370.412,371.132,365.248,361.732,404.381,368.701,333.461,353.105,216.315,273.789,344.327,318.546,370.56,329.125,432.72,348.641,307.582,315.9
2.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,,,15.67,360.989,345.829,244.934,331.73,334.607,365.758,299.472,347.638,296.404,325.527,261.262,267.989,218.011,279.394,256.536,263.305,273.1,275.657,251.485,237.747,303.828,300.415,219.505,296.771,248.678,321.141,280.864,309.496,323.338,352.969
2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,15.67,387.738,383.275,438.214,400.379,415.84,382.994,347.233,380.81,404.178,403.934,490.781,409.063,515.196,498.219,491.769,521.387,511.012,472.499,502.695,525.013,397.547,491.474,444.039,465.282,460.624,473.848,459.665,489.679,480.092,440.909
2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,16.17,637.455,582.294,595.519,620.797,577.359,602.994,599.374,588.834,589.085,616.491,695.461,621.933,712.249,665.034,662.714,674.211,731.007,736.096,561.264,697.46,723.109,646.338,707.193,716.258,664.891,660.247,655.86,710.18,636.832,682.446
2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,5.0,5.0,15.75,262.118,270.536,326.413,294.532,314.449,331.548,355.078,290.084,299.222,278.45,272.539,235.488,328.641,206.809,235.043,249.467,287.378,321.363,288.305,256.277,294.047,295.034,341.443,292.609,258.432,349.798,321.268,325.673,341.237,299.856
2.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,15.25,434.167,427.811,402.992,455.13,422.121,415.76,402.012,459.195,412.951,403.957,470.959,470.937,465.754,556.325,448.545,489.738,486.693,537.364,503.538,507.092,497.961,496.755,475.867,515.561,498.431,491.523,501.765,477.518,463.087,501.335
2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,15.5,371.493,373.129,392.841,357.639,382.863,355.846,347.777,395.987,333.226,352.363,323.715,421.539,392.194,335.631,319.574,346.581,326.394,422.048,386.033,397.379,442.179,356.069,396.871,415.017,337.24,377.956,377.63,402.29,389.312,392.639
1.0,,,,,,,,,,,,,,,16.17,434.984,459.791,467.711,436.261,450.035,434.288,466.019,433.716,443.022,424.49,457.023,471.169,468.5,452.99,484.181,492.338,490.077,457.054,469.625,451.092,461.925,464.351,487.348,435.469,510.481,454.102,463.459,452.346,501.325,428.39
2.0,5.0,4.0,3.0,3.0,5.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,15.25,425.064,495.498,460.471,472.948,423.185,446.773,457.537,477.673,462.741,473.816,444.794,486.632,469.354,458.004,461.873,502.078,470.673,466.848,408.357,432.764,408.746,420.032,447.184,393.498,427.077,445.564,425.202,440.683,428.309,443.642
2.0,,,,,,,,,,,,,,,15.42,327.314,292.696,303.741,309.272,343.646,326.135,321.092,300.62,352.612,380.85,271.098,286.88,306.033,282.978,300.577,263.136,264.328,251.121,270.728,276.168,370.987,382.4,373.636,351.443,375.66,399.552,383.086,357.875,443.095,384.034
2.0,,,,,,,,,,,,,,,15.33,354.061,337.021,361.626,281.691,364.304,327.256,359.791,376.789,376.015,315.151,463.685,382.804,396.221,441.737,367.73,441.491,413.319,440.335,419.686,398.301,438.191,416.886,473.058,415.512,446.258,416.851,430.729,429.208,456.549,422.462
2.0,4.0,2.0,2.0,5.0,6.0,,,4.0,4.0,,4.0,4.0,4.0,4.0,15.33,336.299,304.599,288.345,307.236,352.349,323.91,291.006,324.881,273.717,291.819,307.912,170.914,267.403,330.213,316.643,245.648,221.574,301.82,351.288,256.105,345.387,354.072,327.266,327.831,333.577,332.974,314.781,343.859,289.441,275.154
2.0,,,,,,,,,,,,,,,15.75,218.598,208.827,266.148,270.845,262.461,269.223,269.744,330.867,238.752,306.09,306.889,254.078,269.263,268.132,325.939,276.504,281.133,294.266,255.911,228.143,284.455,288.352,292.274,285.039,314.838,313.489,337.718,332.712,226.027,379.836
1.0,1.0,5.0,3.0,3.0,4.0,4.0,3.0,,,,,,,,15.67,300.704,250.841,307.787,313.177,268.229,265.02,307.211,278.839,318.866,312.669,445.79,414.905,395.374,413.902,430.719,399.251,431.718,415.166,417.645,413.708,412.722,280.517,328.495,344.312,380.421,333.896,311.838,377.188,339.723,421.775
2.0,,,,,,,,,,,,,,,15.83,361.088,265.758,388.987,367.496,325.793,381.779,361.4,291.496,326.359,339.977,374.136,276.662,382.471,407.997,273.366,323.464,390.253,272.767,344.538,325.999,336.58,325.806,350.269,357.282,323.147,366.323,336.423,320.272,356.153,370.363
1.0,,,,,,,,,,,,,,,16.17,457.412,481.724,555.255,505.121,416.001,480.758,558.92,499.256,444.13,497.555,585.649,556.991,502.074,491.995,507.098,588.128,530.083,537.266,540.113,535.731,504.65,528.355,599.08,552.904,497.57,589.576,644.241,543.279,499.016,638.514
2.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,15.67,490.731,553.463,499.273,510.176,536.624,501.679,527.207,546.894,514.215,452.255,578.818,613.907,583.414,645.048,577.203,607.03,574.384,507.677,565.701,547.746,571.064,593.965,516.648,508.709,563.27,536.624,543.815,549.929,574.927,498.214
1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,16.08,472.574,384.434,404.95,420.655,407.327,363.196,427.492,393.824,387.298,412.8,496.343,482.361,469.446,533.492,545.297,503.936,535.363,508.327,419.019,539.879,426.989,418.076,439.886,467.321,472.998,411.588,429.43,471.398,397.525,394.037
2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,15.42,461.588,451.585,442.786,443.047,422.378,409.794,442.164,423.799,453.492,440.373,424.785,412.429,477.034,563.207,490.026,450.816,419.451,490.625,489.893,477.294,474.22,454.512,456.248,481.879,480.837,440.909,462.845,474.615,489.559,417.243
1.0,,,,,,,,,,,,,,,15.33,408.111,371.16,293.429,352.126,371.06,348.735,328.565,354.825,383.825,424.876,427.725,483.542,459.057,463.785,451.307,444.417,480.428,455.422,481.306,495.003,437.379,403.414,357.566,453.48,347.202,455.819,400.672,405.271,434.522,442.527
2.0,6.0,6.0,6.0,1.0,4.0,6.0,,,,,,,,,16.0,416.722,408.808,400.085,360.543,415.675,419.662,441.612,447.28,391.415,387.475,303.944,309.989,319.786,302.893,334.208,352.691,346.936,282.66,302.077,326.628,383.946,423.272,457.08,386.222,450.971,429.329,411.697,456.428,379.738,379.778
1.0,,,,,,,,,,,,,,,15.5,314.856,322.449,335.767,285.88,341.72,295.951,311.954,342.03,325.101,348.912,391.326,392.707,406.524,335.043,347.827,349.48,349.641,349.593,372.767,381.14,318.932,378.577,374.951,340.151,380.951,342.215,306.792,373.02,376.573,391.738
1.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,16.17,435.047,434.5,511.132,465.431,486.178,447.4,445.534,429.376,429.408,383.367,506.089,432.468,488.088,547.416,558.203,488.89,526.531,530.259,547.243,497.854,558.94,530.836,552.136,563.314,521.379,544.633,557.288,538.315,531.799,532.298
1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,15.33,525.489,498.304,532.169,518.337,506.238,540.102,513.479,550.109,550.332,550.784,613.479,615.197,633.889,613.476,596.936,653.069,661.467,622.741,648.842,626.164,557.277,621.21,604.372,599.858,567.99,576.567,570.177,624.098,616.056,587.664
2.0,4.0,5.0,5.0,3.0,5.0,6.0,2.0,4.0,6.0,5.0,5.0,5.0,5.0,2.0,16.17,352.927,342.775,363.175,380.715,407.454,369.374,313.963,355.352,383.056,360.599,370.287,352.906,366.002,386.922,316.862,385.813,343.903,359.62,393.453,397.934,467.977,419.897,461.666,422.417,428.919,484.139,418.819,443.147,422.891,477.272
2.0,,,,,,,,,,,,,,,15.92,362.616,385.639,430.37,402.916,401.239,380.967,386.857,445.192,387.222,412.713,370.519,428.49,418.514,376.732,456.728,400.509,419.363,409.075,416.235,464.91,389.217,409.404,431.012,419.508,449.791,375.979,406.641,444.494,401.504,378.441
1.0,,,,,,,,,,,,,,,15.58,410.764,419.879,382.205,435.12,422.119,415.976,398.035,374.168,422.478,380.18,423.395,469.426,439.082,465.903,440.739,464.318,436.512,459.794,488.611,453.59,413.28,448.65,399.253,433.157,423.836,438.698,474.474,422.196,434.875,470.883
2.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,15.25,453.258,423.231,457.865,435.632,494.236,477.153,426.928,445.06,470.942,487.689,492.743,450.862,478.491,537.649,538.913,542.41,514.501,519.171,513.197,518.799,509.569,458.644,505.849,512.728,559.994,541.612,511.525,495.875,506.327,557.417
1.0,,,,,,,,,,,,,,,15.5,460.651,500.652,554.27,502.401,522.819,544.528,460.516,498.982,514.234,478.42,576.307,647.201,612.582,601.7,581.377,647.971,605.994,602.867,592.794,625.57,520.511,531.966,667.896,592.483,533.895,659.984,522.824,507.335,525.159,568.567
2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.83,385.543,359.01,299.146,304.545,395.99,379.878,347.867,376.767,356.585,321.351,321.699,257.186,296.905,300.928,279.175,306.641,271.09,297.458,330.04,307.614,412.586,403.449,286.311,306.272,346.981,371.026,373.391,343.978,401.676,278.169
2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,16.08,363.631,353.716,342.574,351.178,375.551,343.118,323.454,297.677,315.151,385.745,386.816,386.832,427.348,370.264,369.33,326.464,318.822,355.265,376.605,401.676,438.321,349.96,334.419,356.551,417.665,325.375,315.471,366.847,349.281,399.729
2.0,,,,,,,,,,,,,,,15.92,431.838,418.608,391.166,390.808,367.616,365.724,345.412,372.39,378.488,429.968,435.184,436.407,383.435,375.265,451.237,452.381,442.165,384.271,409.531,467.019,500.197,431.582,465.686,458.293,484.756,463.102,467.101,483.247,452.865,456.266
2.0,,,,,,,,,,,,,,,16.0,401.465,326.664,317.851,355.16,392.99,409.622,377.268,377.241,356.597,362.925,308.752,275.733,268.298,267.959,269.707,306.209,298.86,334.104,244.4,283.314,450.761,362.994,380.088,390.889,415.299,437.568,408.625,461.819,405.744,393.702
1.0,,,,,,,,,,,,,,,15.5,376.71,380.8,340.518,340.452,379.594,339.018,330.525,389.139,338.624,309.291,381.422,464.624,283.168,413.69,441.741,300.807,394.797,428.899,399.931,352.241,409.857,442.99,393.851,340.797,350.522,369.266,362.189,381.077,320.916,384.803
2.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,15.42,360.141,345.757,373.869,365.603,418.152,343.66,394.936,344.666,408.405,413.385,311.533,346.493,378.887,371.164,388.254,377.594,363.694,400.38,352.598,438.898,395.041,416.525,380.836,355.631,366.301,409.119,413.677,355.258,413.722,377.657
2.0,,,,,,,,,,,,,,,15.67,380.359,370.988,376.421,323.14,327.957,364.773,386.335,293.024,312.342,337.657,281.881,403.891,362.861,322.992,314.397,283.29,410.342,296.876,279.753,378.2,387.552,415.814,362.732,325.214,307.87,358.833,410.189,347.09,324.758,379.434
2.0,1.0,3.0,3.0,3.0,3.0,,,,,,,,,,16.17,368.664,370.529,363.699,333.856,314.412,312.723,361.838,260.991,359.529,328.548,458.917,340.642,425.896,394.119,351.547,432.434,383.655,384.819,387.176,348.509,380.802,345.415,340.933,344.257,359.333,327.258,404.358,388.365,378.251,385.153
2.0,,,,,,,,,,,,,,,15.92,534.371,444.716,511.091,482.05,462.403,496.853,510.867,513.598,529.4,471.635,507.798,478.596,505.263,457.398,510.631,525.312,474.725,512.127,471.002,489.15,546.315,477.891,478.546,529.157,478.885,546.243,575.464,474.739,493.774,460.574
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,4.0,3.0,4.0,4.0,3.0,15.33,202.724,299.258,230.973,294.8,272.216,254.598,238.43,318.608,270.768,228.026,256.145,349.029,292.604,338.698,375.718,324.001,389.49,342.603,349.957,286.512,282.88,248.843,286.915,270.121,196.124,251.855,274.939,297.487,246.718,286.239
2.0,,,,,,,,,,,,,,,16.08,352.585,301.986,406.029,376.766,355.157,399.196,337.338,317.044,362.43,338.122,388.012,402.477,421.704,378.942,421.471,410.134,424.188,396.235,373.089,394.943,326.116,308.422,416.429,367.691,303.082,404.365,363.415,372.192,327.418,368.232
1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,15.83,542.065,549.4,558.738,507.278,515.348,539.534,542.411,555.959,560.573,554.972,616.173,571.485,568.202,640.837,591.895,604.852,589.168,667.062,608.18,608.804,544.996,529.299,474.831,549.621,588.027,476.778,536.136,555.599,548.802,545.876
1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,16.17,392.264,393.024,412.938,402.044,395.577,400.028,395.566,385.208,382.522,402.967,501.52,449.579,487.412,391.93,510.913,530.706,505.026,534.43,474.399,550.858,453.504,390.052,401.869,403.853,395.847,442.747,411.168,410.819,445.328,437.722
1.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,15.58,408.608,393.581,349.839,379.003,372.887,369.687,350.701,348.903,332.495,325.402,419.537,381.305,382.127,444.578,388.974,319.93,357.056,328.386,387.342,421.268,482.264,481.083,423.337,510.267,458.531,431.507,461.374,475.838,460.262,450.357
2.0,1.0,,1.0,3.0,2.0,,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,15.33,428.377,389.348,428.949,418.234,381.686,390.485,387.759,415.381,455.503,374.936,425.074,437.924,436.881,404.097,449.183,387.31,436.057,398.005,448.396,430.712,412.356,414.444,475.133,455.902,453.804,434.075,454.517,451.784,453.504,434.273
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,292.435,361.49,280.996,271.379,296.842,326.758,299.004,305.73,240.907,249.324,261.0,267.84,273.288,262.979,292.296,279.646,244.44,255.461,237.656,274.084,305.242,317.509,270.152,297.318,324.492,345.21,335.769,280.486,257.336,325.52
1.0,1.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,15.42,395.454,358.457,389.139,336.417,378.047,383.365,393.63,396.331,335.465,353.03,417.056,399.609,306.051,364.478,341.835,355.662,356.637,374.348,355.131,288.31,432.705,421.187,425.809,382.127,397.516,424.941,424.394,394.566,424.673,363.05
1.0,,,,,,,,,,,,,,,16.08,326.207,314.231,271.022,294.965,259.234,300.978,288.673,285.028,274.263,263.625,465.124,258.396,383.342,301.468,281.515,330.36,373.804,338.165,344.621,322.087,307.204,297.15,243.327,312.158,203.215,294.651,265.014,289.737,281.158,242.319
1.0,,,,,,,,,,,,,,,15.83,281.582,297.774,338.821,301.194,283.565,308.462,313.978,331.443,247.66,277.407,303.607,345.931,329.742,296.663,314.241,333.543,374.443,263.446,306.226,384.856,274.991,299.676,350.549,278.128,307.617,282.858,303.387,333.252,265.945,318.755
1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,16.17,403.976,412.62,401.502,369.761,404.311,391.079,423.294,431.565,413.104,415.575,391.836,405.316,374.603,378.78,414.832,392.001,485.562,405.323,443.119,449.539,382.51,400.68,414.916,383.143,392.525,388.09,385.451,385.377,389.115,389.037
2.0,,,,,,,,,,,,,,,16.0,304.366,342.507,370.31,340.578,331.034,359.184,396.902,351.808,363.457,326.606,311.008,307.353,362.374,386.595,320.102,351.51,316.891,349.436,399.895,287.096,377.611,339.571,382.717,334.993,340.687,364.344,411.236,334.754,389.998,319.374
1.0,1.0,2.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,15.92,441.043,468.848,459.584,456.818,487.961,487.132,484.298,448.857,494.055,510.151,561.42,517.115,533.794,571.032,516.226,563.31,562.087,551.959,526.326,543.165,441.154,566.537,550.507,508.877,526.178,483.165,547.456,515.076,501.746,596.628
2.0,,,,,,,,,,,,,,,15.25,396.743,342.027,337.577,337.254,330.075,329.461,329.968,356.446,278.341,325.005,358.383,340.69,337.5,399.595,325.71,334.464,339.35,359.506,347.76,302.559,456.11,433.495,408.423,438.547,405.926,389.926,398.344,436.835,373.85,375.051
1.0,,,,,,,,,,,,,,,15.92,305.397,222.034,305.786,254.241,200.523,271.037,296.756,209.062,260.2,276.524,403.02,374.199,352.249,295.997,300.931,325.998,351.018,309.788,351.584,363.686,310.514,290.918,292.579,263.353,283.758,300.359,257.723,283.045,336.1,269.23
2.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,15.75,431.281,390.584,427.573,425.697,394.466,417.724,427.42,452.985,419.986,400.782,443.797,407.028,423.228,425.19,458.705,422.844,449.208,457.906,429.373,438.674,453.9,464.332,442.518,426.554,450.875,440.078,464.484,453.996,499.436,453.526
1.0,2.0,6.0,2.0,2.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,15.58,318.073,370.747,307.725,333.091,276.045,332.93,358.402,278.82,352.76,306.696,433.673,345.483,348.014,377.053,353.197,425.885,411.386,316.659,361.818,416.364,277.481,341.774,318.335,281.162,323.449,331.073,318.687,284.843,345.836,282.936
2.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,6.0,4.0,5.0,2.0,3.0,2.0,5.0,16.08,443.133,455.467,431.706,422.576,443.739,443.959,457.956,490.577,427.947,453.132,491.95,462.625,480.038,445.237,499.615,539.546,482.406,511.633,422.349,475.33,528.45,530.72,569.903,544.998,532.656,472.331,482.995,555.404,545.387,540.622
2.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,6.0,5.0,4.0,3.0,2.0,1.0,2.0,15.83,368.662,382.373,428.949,378.739,358.734,361.423,365.888,351.919,342.416,369.279,411.09,401.242,353.4,368.012,390.872,426.319,408.876,376.842,412.468,448.258,421.162,392.807,459.275,481.642,382.013,401.592,405.541,404.178,402.803,460.055
2.0,4.0,3.0,4.0,1.0,1.0,1.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.42,359.479,325.702,315.776,316.075,388.531,319.912,333.385,321.658,269.209,370.68,344.253,363.64,341.062,372.242,353.295,315.254,382.083,384.751,360.518,376.488,329.198,313.885,319.13,342.935,295.79,292.244,364.015,376.34,326.293,354.627
2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,2.0,1.0,2.0,15.75,501.546,491.799,507.502,508.491,495.119,486.518,532.823,513.435,495.998,503.616,518.603,547.687,582.218,481.421,536.103,486.443,529.773,544.075,573.548,568.758,490.507,432.574,570.316,369.059,471.553,487.374,461.249,464.174,480.839,486.746
1.0,,,,,,,,,,,,,,,15.75,354.979,387.668,337.578,351.805,361.115,365.954,376.006,361.225,331.364,391.282,264.491,259.312,337.654,362.403,305.894,307.62,343.532,362.699,384.108,444.374,315.836,355.962,340.791,341.382,332.066,356.368,341.668,346.527,312.364,365.998
1.0,,,,,,,,,,,,,,,15.92,359.109,365.534,352.901,397.396,392.309,371.553,350.258,385.976,363.981,372.986,379.07,332.177,353.209,376.665,357.453,372.659,359.74,321.745,308.245,365.16,394.132,397.751,383.601,393.199,380.687,425.1,397.746,406.698,439.969,364.739
2.0,,,,,,,,,,,,6.0,,,16.17,251.453,247.176,307.749,286.687,282.924,272.634,291.939,243.774,293.595,280.308,267.127,301.414,262.89,293.547,282.492,313.186,230.893,336.134,286.631,244.582,231.754,241.568,269.382,224.356,229.007,235.822,213.216,218.523,225.777,188.413
