ST004D01T,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,AGE,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
2.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,6.0,6.0,5.0,2.0,3.0,4.0,2.0,15.58,505.505,477.371,558.477,499.504,526.374,541.861,531.673,519.125,562.478,509.354,542.597,504.486,516.869,459.187,551.657,521.607,512.163,427.084,528.071,562.099,591.684,567.847,585.818,553.665,605.915,585.867,523.633,599.853,597.288,597.906
1.0,3.0,5.0,,6.0,6.0,6.0,6.0,,,,,,,,15.25,378.493,355.28,378.592,349.183,383.04,387.744,331.129,338.625,364.58,375.815,441.139,404.662,420.08,338.281,462.939,447.398,417.078,442.825,440.05,444.13,436.576,394.467,425.209,413.843,406.797,423.538,399.889,417.884,455.383,515.717
1.0,,,,,,,,,,,,,,,15.92,404.019,418.253,434.219,433.734,393.286,431.551,398.813,436.753,423.498,408.067,411.507,404.533,407.795,386.933,405.857,431.451,373.14,418.029,379.296,402.53,354.626,395.263,394.292,409.984,423.58,391.069,356.973,421.781,398.354,350.381
2.0,,,,,,,,,,,,,,,15.42,400.783,344.898,379.991,376.545,435.298,375.654,365.659,382.55,349.862,331.914,239.003,264.473,300.935,309.304,312.262,287.853,296.034,310.233,279.698,294.275,402.334,323.669,383.517,398.738,410.351,385.137,329.878,361.73,388.251,323.923
2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,16.08,379.248,373.34,380.522,425.338,350.301,383.513,419.168,397.647,378.186,366.797,417.408,462.12,449.956,448.558,433.626,436.876,446.315,453.915,450.301,499.262,368.811,440.555,376.905,408.636,341.687,446.631,427.443,434.171,408.993,396.21
2.0,,,,,,,,,,,,,,,16.08,461.897,465.365,482.477,464.016,461.765,515.95,469.054,472.943,428.935,453.786,401.907,454.498,358.371,440.932,380.433,464.934,501.489,472.13,350.915,464.812,499.954,510.696,484.555,506.798,510.924,543.22,484.307,525.887,493.319,470.082
1.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,3.0,2.0,2.0,16.0,465.333,453.588,460.403,465.452,461.562,449.642,464.016,463.983,468.74,491.155,429.167,446.032,412.421,399.828,434.444,448.428,432.824,432.397,448.777,410.147,441.633,396.683,351.136,354.821,440.488,465.513,431.03,437.594,400.459,470.321
1.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,15.83,413.272,418.63,437.722,454.69,445.565,439.713,488.903,451.197,426.728,457.225,507.919,504.168,501.097,540.3,540.545,447.331,544.63,485.228,503.239,517.915,405.888,428.55,457.146,448.703,445.635,395.068,490.45,442.663,456.475,433.191
2.0,3.0,5.0,3.0,5.0,1.0,5.0,2.0,4.0,6.0,3.0,6.0,2.0,5.0,4.0,15.83,334.983,378.876,397.643,416.318,349.517,358.379,281.052,390.029,358.59,376.021,422.41,408.906,398.215,391.241,368.265,399.529,415.181,391.761,353.181,383.705,418.186,421.228,425.284,361.038,406.692,338.163,378.038,350.793,398.207,443.821
1.0,,,,,,,,,,,,,,,15.67,338.811,302.304,329.278,315.704,315.283,312.774,314.078,374.532,322.118,323.12,362.44,366.308,373.413,290.176,276.702,345.464,370.301,278.345,294.041,310.086,301.961,274.596,318.293,280.472,300.219,272.87,308.991,297.231,250.925,314.41
1.0,,,,,,,,,,,,,,,15.5,344.883,347.289,351.001,347.968,344.63,348.183,316.404,309.803,333.759,306.696,409.298,434.567,448.833,437.542,443.042,395.984,443.52,421.271,440.054,430.158,369.057,389.116,397.81,370.608,363.508,375.079,401.764,386.045,410.921,360.302
1.0,,,,,,,,,,,,,,,16.17,309.718,366.996,281.118,397.013,359.724,362.362,384.887,323.767,313.47,313.3,415.193,431.913,460.83,491.852,503.033,472.679,493.696,452.386,451.398,429.804,412.036,402.753,422.28,443.807,422.912,490.556,398.262,376.629,402.267,355.66
1.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,15.83,548.154,496.162,534.142,527.851,461.838,519.682,492.555,435.972,501.0,482.858,600.893,620.744,567.872,626.388,626.744,666.599,571.43,600.864,682.601,608.815,638.308,609.347,625.356,619.06,615.842,586.434,558.214,574.587,564.066,576.226
2.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,15.92,510.294,476.347,510.35,497.413,496.407,455.209,472.256,486.929,495.253,489.988,546.487,547.757,533.563,578.368,548.056,560.048,555.391,560.199,533.542,511.489,552.338,495.618,534.757,544.767,531.384,551.677,555.216,560.931,576.223,527.476
2.0,,,,,,,,,,,,,,,16.17,404.029,400.454,396.123,420.112,424.734,419.615,361.445,412.853,423.94,460.651,368.97,516.289,383.32,419.211,480.339,432.43,430.605,383.821,502.76,379.916,406.746,390.209,398.248,432.938,418.333,399.364,414.279,371.559,398.436,441.156
2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,6.0,5.0,6.0,2.0,1.0,1.0,1.0,15.58,552.266,624.092,566.579,586.562,611.912,558.202,569.317,552.27,553.514,585.375,588.766,611.883,588.736,625.58,620.397,615.658,571.38,562.441,594.077,575.115,617.913,590.046,601.541,646.452,611.472,570.825,587.825,573.696,589.522,616.916
1.0,,,,4.0,4.0,,,,,,,,,,16.08,406.438,374.452,385.065,308.537,420.48,392.254,344.51,422.238,398.004,431.763,341.536,346.076,299.986,362.969,360.729,414.881,226.681,298.776,397.55,371.799,385.135,374.765,286.1,363.027,356.619,354.276,325.072,318.798,349.302,385.279
1.0,,,,,,,,,,,,,,,15.42,267.914,274.522,274.617,237.763,274.777,314.334,284.311,304.146,288.954,280.132,248.535,265.671,234.034,264.859,253.435,241.45,281.219,258.31,265.252,272.188,200.973,213.511,235.534,189.442,207.118,191.717,208.551,178.844,211.726,201.942
1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,15.25,443.751,437.225,460.018,392.288,405.153,407.153,392.109,460.892,434.506,407.136,593.726,515.154,540.718,529.307,587.603,524.597,501.566,619.159,530.005,547.288,485.492,503.443,515.948,481.578,446.373,528.241,470.24,503.537,471.225,497.644
2.0,,,,,,,,,,,,,,,16.0,460.433,414.654,391.535,401.058,437.065,439.695,437.471,449.132,410.609,421.942,461.885,371.105,409.336,436.747,392.372,383.032,477.515,512.288,358.601,350.719,417.348,385.428,448.038,388.03,422.716,391.512,428.211,430.94,438.31,439.243
1.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,15.67,468.017,496.899,460.955,499.227,479.916,412.097,465.457,458.729,470.541,491.913,491.559,459.981,477.378,407.181,520.087,438.457,565.467,439.522,426.617,454.594,533.59,527.217,562.353,507.258,522.701,520.417,534.732,521.438,504.809,547.303
2.0,,,,,,,,,,,,,,,16.0,422.714,453.692,397.59,379.707,415.539,439.921,401.591,415.316,397.567,417.939,395.852,418.434,453.577,430.587,447.996,402.194,427.813,405.333,398.327,422.69,401.219,449.258,467.875,421.384,399.116,465.54,399.382,408.052,385.528,409.381
2.0,,,,,,,,,,,,,,,15.75,272.713,345.145,266.0,316.233,269.653,297.708,285.28,281.361,282.186,311.178,365.673,388.773,311.506,344.182,299.084,374.288,352.517,247.881,346.038,361.774,323.229,350.899,316.045,357.698,291.914,351.02,348.846,301.697,309.221,345.795
1.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,15.67,368.028,375.306,283.021,292.142,300.725,343.139,340.103,339.073,287.691,326.442,312.056,286.91,420.259,354.468,343.829,371.125,349.938,333.414,363.202,271.918,346.838,370.548,325.889,343.11,360.453,352.469,380.234,388.249,339.874,352.315
2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,5.0,5.0,6.0,15.5,316.385,329.852,270.831,334.438,337.411,359.294,311.194,338.239,338.237,286.29,312.246,379.485,311.948,327.115,342.254,394.246,341.139,357.251,487.805,294.767,293.166,328.761,376.034,395.38,350.582,359.829,366.114,410.228,392.716,324.33
1.0,,,,,,,,,,,,,,,16.0,473.473,530.476,533.41,489.023,462.829,490.305,493.304,456.989,471.045,497.486,565.852,584.982,591.842,553.331,560.535,592.447,542.464,646.951,619.158,609.618,547.471,564.24,575.122,539.718,466.702,544.56,505.069,509.334,514.453,559.437
1.0,,,,,,,,,,,,,,,16.0,394.4,389.411,396.723,414.524,358.182,369.824,420.881,398.536,420.308,414.064,407.26,431.013,382.862,396.8,428.895,397.98,424.891,362.855,406.934,413.841,416.479,462.731,495.063,505.84,478.174,497.419,479.166,488.943,517.099,473.241
1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,15.75,353.804,305.336,332.212,405.37,351.264,322.725,387.095,318.712,371.495,377.069,297.134,394.624,332.91,455.368,380.038,354.179,393.935,392.499,311.792,360.67,373.535,319.32,354.947,397.658,361.306,331.167,372.789,318.585,377.428,395.669
2.0,,,,,,,,,,,,,,,16.17,346.343,334.0,353.759,321.76,315.684,364.173,365.581,328.317,298.253,327.325,362.918,344.846,371.457,327.639,354.367,402.757,418.031,321.005,315.84,348.055,339.433,364.534,348.582,322.968,366.563,380.734,404.286,312.204,304.294,343.137
1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,15.25,335.673,390.149,366.424,351.768,356.043,382.627,318.485,412.808,350.799,341.533,362.207,338.875,362.122,431.057,354.527,442.629,322.414,417.36,345.987,381.211,381.696,398.018,361.865,359.521,359.139,389.931,326.58,376.717,352.895,353.808
1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,15.83,434.216,385.271,408.419,394.563,381.419,393.52,365.673,391.833,347.279,380.686,426.877,395.794,393.366,433.348,416.836,421.094,430.043,437.076,382.553,399.516,517.69,412.856,387.382,380.461,396.128,430.866,391.098,397.15,383.414,358.475
1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,,,,,,,,15.33,351.683,363.447,368.611,343.142,318.087,365.169,399.754,347.195,313.568,329.139,409.47,387.087,410.826,440.05,389.01,400.728,422.611,385.204,354.499,398.819,385.543,416.589,436.406,385.535,405.12,375.656,450.156,416.073,386.964,450.124
2.0,,,,,,,,,,,,,,,16.17,361.64,391.143,388.226,368.456,332.102,412.271,343.705,371.18,321.163,367.288,361.62,459.841,356.844,323.958,314.097,383.917,327.711,411.667,354.256,381.858,400.003,368.378,430.838,354.032,417.237,413.403,382.621,394.556,364.807,391.636
2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.67,521.755,504.298,541.97,561.498,518.72,530.49,527.843,537.17,558.931,531.486,508.332,511.908,561.845,491.058,507.999,575.262,529.207,536.688,504.282,519.1,533.995,502.307,602.486,500.209,490.17,573.325,592.596,490.48,537.989,434.181
1.0,,,,,,,,,,,,,,,15.33,436.097,439.265,433.234,481.877,458.714,445.658,470.894,401.862,422.546,425.477,440.841,420.585,385.936,427.839,415.123,413.969,402.012,401.922,417.477,407.268,449.665,459.448,452.612,494.499,501.798,402.932,434.642,379.33,370.034,424.162
1.0,,,,,,,,,,,,,,,15.75,314.738,265.007,331.381,329.26,284.065,261.228,302.603,364.099,293.014,242.962,351.376,369.332,369.524,400.01,355.032,353.272,388.326,402.901,368.097,352.605,397.332,280.492,414.56,417.044,349.199,346.842,338.668,480.665,313.741,365.37
1.0,,,,,,,,,,,,,,,15.67,397.977,382.994,357.624,386.349,385.844,379.974,397.855,377.154,384.194,451.221,410.164,485.81,386.786,356.066,481.048,437.08,416.029,469.047,392.724,483.604,436.634,503.434,439.328,432.194,454.507,487.052,472.069,458.607,498.421,491.847
1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,400.795,423.589,385.972,385.015,414.764,414.222,414.543,405.088,373.387,392.22,309.406,323.154,379.547,299.057,344.167,342.596,358.116,315.184,370.376,337.511,388.024,427.984,414.311,376.256,368.583,372.783,413.583,386.573,351.016,332.234
1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,15.5,558.135,570.398,542.168,614.25,592.61,515.379,528.859,616.153,548.753,521.993,620.893,568.085,671.642,647.571,619.479,615.032,589.638,625.028,587.851,569.826,609.836,612.15,516.216,621.776,610.71,546.779,573.001,632.906,605.924,548.075
2.0,,,,,,,,,,,,,,,16.08,335.966,326.188,336.275,344.046,279.408,305.318,307.227,337.216,331.238,306.35,285.294,302.845,269.709,276.053,270.214,297.127,274.278,292.862,325.605,257.805,327.003,305.512,406.99,407.313,357.335,360.332,332.872,257.438,353.671,383.305
2.0,,,,,,,,2.0,2.0,4.0,1.0,1.0,4.0,1.0,15.67,326.143,411.158,312.838,339.082,318.206,338.496,397.981,359.65,332.471,315.23,302.11,430.48,267.872,354.923,308.207,317.785,389.849,355.594,304.8,326.037,383.629,412.497,402.7,430.632,395.62,402.208,407.742,382.718,410.155,376.595
2.0,,,,,,,,,,,,,,,15.25,334.775,381.72,302.71,323.487,355.499,351.401,299.171,335.903,314.1,291.344,300.403,320.68,308.116,341.721,316.167,352.505,290.452,330.936,337.051,306.637,359.044,351.371,381.398,333.596,383.088,372.845,320.491,369.074,349.547,348.548
2.0,1.0,2.0,3.0,4.0,5.0,6.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,15.5,334.99,355.097,342.09,314.691,269.232,307.913,272.494,262.802,298.377,330.955,364.8,377.208,395.834,373.162,376.577,357.104,341.462,368.283,389.182,339.862,350.527,335.315,260.972,316.934,227.634,266.117,272.322,244.266,332.599,341.057
1.0,,,,,,,,,,,,,,,15.33,287.284,254.892,290.217,215.374,283.028,309.327,222.717,293.398,298.441,235.916,330.861,327.864,352.117,356.078,331.476,354.234,348.284,355.407,316.756,317.122,310.893,297.82,313.478,302.415,330.203,336.618,274.374,363.42,317.061,323.341
2.0,,,,,,,,,,,,,,,15.58,453.643,403.858,397.673,375.043,418.513,473.357,469.758,443.089,411.113,425.337,474.675,422.065,448.338,409.794,438.515,432.007,466.694,470.587,472.006,445.497,464.661,407.29,462.022,394.903,468.621,538.291,478.93,497.602,468.445,495.865
2.0,2.0,3.0,2.0,,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,15.75,480.372,514.728,477.157,488.461,508.059,480.115,454.44,503.796,505.577,463.911,506.855,541.693,534.652,516.203,490.042,505.18,503.27,526.72,484.046,517.873,509.407,499.457,542.834,518.787,554.525,529.261,472.01,545.556,562.206,536.575
1.0,,,,,,,,,,,,,,,16.17,485.88,491.493,506.477,482.704,498.433,484.331,551.238,492.472,496.4,500.727,486.84,494.246,475.548,424.667,503.376,475.066,502.788,446.525,477.317,501.397,465.576,530.21,549.372,463.201,548.666,566.274,558.803,464.35,500.894,536.555
2.0,,,,,,,,,,,,,,,15.67,494.679,469.637,481.577,448.18,515.183,482.709,463.772,496.076,520.726,494.83,539.008,539.311,535.031,514.693,573.008,557.062,452.594,545.705,521.396,543.62,560.568,529.829,488.846,541.571,565.903,529.136,525.28,530.857,567.671,538.759
1.0,,,,,,,,,,,,,,,15.25,471.558,458.925,542.531,521.108,506.263,475.254,508.639,464.404,523.208,512.24,523.558,560.803,622.964,511.388,577.302,454.174,645.194,584.802,615.961,550.531,508.076,457.456,519.902,536.177,472.544,504.328,516.796,527.081,529.709,500.233
2.0,,,,,,,,,,,,,,,15.92,463.98,458.341,483.623,520.579,486.141,436.231,512.792,510.289,513.922,500.833,510.855,493.612,492.925,587.191,525.129,516.221,488.162,519.533,507.729,531.058,421.785,428.348,454.913,479.599,508.411,479.28,460.963,512.194,411.972,458.421
2.0,4.0,2.0,1.0,,3.0,1.0,,6.0,4.0,2.0,4.0,1.0,1.0,3.0,16.17,350.009,358.124,357.696,341.748,380.789,372.166,346.834,395.037,370.676,378.602,478.016,439.855,410.458,477.765,440.391,417.154,400.958,378.316,419.512,457.749,395.272,443.788,477.992,459.703,417.716,467.587,422.138,423.651,405.025,397.853
1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,16.17,336.11,358.141,347.275,380.929,329.952,369.215,364.193,322.787,295.22,354.539,460.448,446.727,388.178,421.067,401.176,401.639,403.369,436.183,371.698,389.275,348.551,321.113,320.49,334.676,401.294,390.865,289.073,326.526,308.902,314.789
2.0,,,,,,,,,,,,,,,15.92,451.911,448.606,474.353,431.502,474.859,515.009,464.004,466.733,499.649,458.333,601.839,600.756,583.388,580.42,570.579,658.234,632.241,578.884,637.009,571.304,536.073,567.177,516.583,526.397,496.478,574.057,520.17,531.789,555.935,575.843
1.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,15.58,461.701,434.35,466.726,436.005,442.487,499.191,435.49,502.368,429.945,441.624,541.718,505.801,551.355,503.94,565.339,558.836,530.767,543.118,533.448,539.914,448.83,473.105,530.955,432.874,473.628,561.829,425.868,460.207,505.387,483.887
2.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,15.92,416.836,408.114,414.915,395.642,395.277,407.866,392.887,408.535,431.717,382.048,368.284,478.134,399.688,343.286,407.629,433.773,384.835,394.723,409.988,318.786,410.091,431.254,388.95,392.388,402.375,424.266,442.356,394.218,445.812,399.292
1.0,1.0,,5.0,4.0,4.0,2.0,2.0,,,,,,,,15.67,368.351,370.844,377.204,351.947,396.049,349.483,402.091,386.427,357.243,339.967,300.039,344.134,378.403,358.545,412.068,340.789,406.92,398.737,404.408,398.366,503.729,445.472,432.392,486.951,497.425,475.525,530.33,482.966,423.536,476.054
2.0,,2.0,,,,,,,1.0,,,,,,15.33,382.998,406.014,414.215,409.126,434.632,439.602,371.25,397.937,348.612,429.11,365.009,392.395,432.98,362.04,368.46,366.89,288.711,407.882,343.514,418.868,355.328,375.122,404.639,408.572,388.361,380.181,378.486,410.107,370.898,390.97
1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,1.0,5.0,2.0,4.0,3.0,6.0,2.0,15.42,389.975,424.024,436.57,389.055,407.049,382.224,418.458,337.505,350.745,388.392,453.415,375.338,439.829,425.396,417.381,426.318,441.061,450.376,398.054,452.516,507.562,473.604,477.279,433.031,449.381,516.484,386.697,486.332,393.762,457.442
2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,15.5,340.353,331.598,347.781,318.495,266.602,386.105,326.162,338.55,312.175,313.529,275.309,289.338,271.263,264.435,241.317,303.741,253.822,299.928,282.408,290.162,283.946,332.214,357.339,354.176,323.734,378.097,317.295,428.269,353.665,353.29
2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.75,336.841,339.891,396.523,392.343,377.614,395.56,356.36,350.908,328.499,382.501,400.118,408.338,454.865,376.611,382.16,459.476,409.977,356.479,399.734,394.384,433.36,463.325,504.299,486.125,462.902,473.416,471.656,465.822,429.475,423.389
1.0,2.0,4.0,5.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,1.0,3.0,1.0,3.0,16.0,351.048,380.641,393.71,389.906,410.275,373.314,377.934,384.346,368.927,381.865,472.26,522.24,416.709,491.941,458.323,440.187,442.916,481.145,527.32,422.949,512.863,515.465,517.057,563.989,556.305,519.516,493.043,522.248,518.536,552.265
2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,,,,,,,,15.83,381.95,424.648,383.54,382.189,403.198,402.288,362.594,432.882,397.342,393.791,394.53,352.885,347.269,377.541,404.503,382.982,429.433,367.061,407.738,354.364,370.669,391.13,372.819,374.473,401.125,401.959,414.142,410.211,423.328,371.338
1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,15.33,530.513,492.824,570.58,534.131,502.033,572.836,548.561,511.001,535.551,539.621,540.758,487.039,552.005,586.678,536.746,583.596,497.523,545.518,610.005,576.572,589.436,610.247,622.382,603.656,519.274,626.455,569.285,595.226,594.94,572.037
1.0,,,,,,,,,,,,,,,15.25,414.758,419.671,368.049,411.018,375.001,373.537,427.564,384.307,414.839,410.165,394.216,416.767,366.67,384.949,399.696,458.331,390.35,355.827,408.155,436.008,458.254,469.671,391.589,408.189,359.437,413.456,418.798,415.892,418.419,419.795
2.0,5.0,5.0,3.0,1.0,,3.0,3.0,3.0,5.0,5.0,1.0,3.0,2.0,2.0,16.0,431.422,416.615,422.843,434.275,416.733,450.615,436.565,411.682,419.065,488.884,421.086,414.812,403.322,414.014,428.326,458.339,449.193,446.851,388.419,447.366,422.071,415.631,423.763,409.588,417.969,456.88,434.508,443.98,396.225,520.361
1.0,2.0,,,2.0,6.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,15.5,419.673,381.413,388.148,393.14,401.275,351.927,417.542,374.045,380.403,395.238,388.042,377.093,385.611,353.254,413.568,355.115,360.954,369.251,399.359,384.175,392.151,362.189,376.387,415.54,428.688,378.679,392.642,394.38,355.963,413.085
2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,15.67,256.342,232.596,235.835,286.915,244.144,226.657,238.872,236.612,270.171,268.902,282.522,280.44,186.765,238.845,204.096,197.855,235.314,220.086,294.446,193.42,325.228,280.057,304.1,264.66,284.998,226.027,299.873,241.753,312.895,279.111
1.0,,,,,,,,,,,,,,,15.83,306.719,322.462,312.35,302.097,316.804,293.248,280.133,269.774,298.896,256.745,332.42,329.776,322.092,368.938,258.719,329.874,308.83,349.377,307.169,324.41,331.945,310.899,265.992,227.623,326.377,211.324,232.397,243.65,227.443,191.428
1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,2.0,3.0,1.0,15.92,410.814,434.786,466.304,403.02,409.061,432.85,452.309,420.203,449.557,399.746,439.515,498.541,541.874,502.364,497.716,488.969,488.218,475.775,521.002,424.095,431.825,457.337,506.816,494.761,429.126,450.036,491.463,425.031,467.916,486.993
1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,15.92,388.263,382.9,411.286,425.48,401.709,389.789,422.242,421.731,353.402,400.078,458.108,407.521,401.819,430.063,412.256,388.954,384.559,407.455,376.036,364.236,346.247,391.45,368.859,418.838,327.659,362.802,346.286,374.467,358.389,392.478
1.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,,,,,,,,16.0,368.046,407.478,420.238,407.845,389.628,462.73,407.96,392.983,396.808,412.534,389.247,386.31,383.13,367.134,426.587,401.32,441.122,401.915,371.962,397.962,336.896,417.093,471.54,414.186,388.612,440.029,467.136,409.289,430.458,394.496
1.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,15.83,424.503,423.723,357.081,360.556,384.668,355.252,344.841,387.383,395.987,401.633,493.047,435.322,451.088,440.259,425.788,462.594,435.047,465.717,473.074,399.075,488.879,515.278,409.372,385.906,510.462,372.647,413.306,462.515,380.219,457.98
1.0,3.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,15.5,357.656,295.091,285.019,315.21,300.975,312.67,269.266,298.991,331.972,352.967,474.583,377.157,326.6,384.411,420.516,450.438,338.391,336.393,357.057,415.412,318.516,292.704,292.59,340.7,284.397,394.064,373.518,332.307,335.362,385.408
1.0,,,,,,,,,,,,,,,15.33,342.137,350.415,365.156,311.058,377.231,316.22,345.203,341.922,323.644,394.233,428.038,386.081,412.84,388.862,384.672,438.107,396.594,385.534,331.496,359.324,362.934,352.972,393.57,411.116,395.481,403.173,430.665,396.43,357.356,405.027
2.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,16.0,316.412,346.966,359.944,304.892,322.347,337.631,387.657,390.417,377.219,280.187,314.196,287.285,337.145,298.34,272.056,317.599,336.15,345.095,307.152,298.495,317.896,386.642,421.602,283.118,349.803,359.942,387.041,384.349,378.12,286.078
2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,16.17,387.108,338.033,430.21,376.023,389.356,395.55,381.39,392.078,411.62,405.794,383.206,286.43,453.666,360.112,380.37,341.608,301.408,390.9,392.427,445.648,417.732,384.89,512.699,427.873,446.605,418.899,500.527,442.841,452.893,471.002
2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,443.064,491.226,481.644,448.064,446.916,428.748,459.916,447.648,481.752,461.112,445.028,511.886,484.282,450.052,366.952,494.018,431.024,478.224,443.121,435.856,531.527,542.719,544.667,489.68,491.185,467.922,536.581,551.478,507.348,479.522
2.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.42,509.064,549.39,499.732,529.22,555.411,542.332,556.029,522.384,513.325,536.633,536.791,531.508,535.771,511.63,523.652,554.139,499.022,540.434,503.925,560.434,441.69,611.594,508.07,447.952,517.349,529.155,526.889,522.772,412.656,425.999
1.0,,,,,,,,,,,,,,,15.67,426.313,450.741,427.104,432.603,416.405,420.316,360.922,432.238,434.076,425.525,504.25,557.705,586.769,539.525,556.708,417.466,474.699,520.689,530.544,497.09,474.114,547.944,513.609,525.523,549.593,515.785,493.845,533.397,501.822,543.036
2.0,,,,,,,,,,,,,,,16.17,313.196,298.215,299.197,247.944,327.866,280.068,297.383,324.322,300.186,294.214,350.733,328.526,365.513,278.198,351.974,284.124,291.173,312.395,295.013,283.014,284.824,336.086,300.506,321.719,356.615,321.124,306.828,296.625,308.414,334.628
2.0,,,,,,,,,,,,,,,15.58,359.337,353.883,406.989,374.135,354.186,387.079,323.251,343.986,377.353,372.759,323.565,381.26,314.867,368.91,353.334,350.984,323.36,286.443,328.42,346.272,287.688,408.279,430.241,372.542,361.589,434.821,376.102,390.136,390.098,429.379
2.0,,,,,,,,,,,,,,,15.5,366.145,325.839,332.115,364.057,345.972,350.823,365.587,371.196,335.313,388.66,461.847,327.72,439.457,391.568,438.747,533.696,468.848,459.441,443.057,411.867,363.027,366.164,407.757,367.941,359.227,394.738,397.505,405.882,378.443,434.25
2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,15.25,383.716,415.71,405.985,417.345,396.863,346.474,380.483,375.604,397.033,371.137,473.514,481.86,488.429,486.603,483.68,517.171,448.449,506.305,458.81,415.801,477.949,488.271,477.398,473.502,457.511,532.334,511.867,532.449,515.748,466.543
