ST004D01T,ST326Q01JA,ST326Q02JA,ST326Q03JA,ST326Q04JA,ST326Q05JA,ST326Q06JA,IC170Q01JA,IC170Q02JA,IC170Q03JA,IC170Q04JA,IC170Q05JA,IC170Q06JA,IC170Q07JA,IC171Q01JA,IC171Q02JA,IC171Q03JA,IC171Q04JA,IC171Q05JA,IC171Q06JA,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,AGE,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
2.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,3.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,16.08,225.077,280.696,244.615,267.705,244.91,242.02,202.34,257.057,259.834,288.964,257.905,234.625,298.093,277.622,230.634,254.7,251.535,323.724,289.984,259.032,333.143,284.425,318.905,329.377,292.359,283.306,309.597,358.588,334.281,377.049
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,1.0,5.0,4.0,5.0,6.0,5.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,15.83,564.447,497.509,525.46,527.538,494.292,514.417,547.868,563.659,489.784,514.588,476.502,470.562,459.667,481.768,416.952,453.434,460.297,482.483,467.291,496.773,570.273,523.347,553.114,510.893,544.467,588.402,568.208,543.811,502.987,512.391
2.0,,,,,,,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,15.75,447.962,536.658,510.61,495.105,462.169,527.291,509.853,488.913,515.58,527.212,395.386,476.793,509.938,464.059,511.464,486.281,513.301,496.819,543.55,468.265,405.887,490.932,490.591,492.868,479.828,498.824,507.48,492.292,506.503,492.867
2.0,,,,,,,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,16.0,504.641,529.661,549.807,535.922,492.919,522.636,493.913,517.456,495.37,483.628,601.073,638.01,558.752,573.43,573.344,577.401,552.879,597.273,604.157,555.271,523.557,567.129,576.74,585.687,537.019,572.213,532.094,617.229,607.083,524.733
1.0,,,,,,,5.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,6.0,2.0,6.0,2.0,2.0,2.0,1.0,16.33,432.069,491.196,478.004,544.885,438.068,500.534,488.814,492.978,408.107,376.18,502.852,507.948,552.947,545.947,497.87,530.928,474.798,496.361,507.362,454.549,429.535,482.055,480.775,505.222,469.258,483.948,498.977,501.065,463.46,430.924
1.0,,,,,,,5.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,3.0,1.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,15.5,502.688,497.825,492.902,494.832,476.246,469.811,474.121,490.68,512.911,456.933,597.806,636.507,661.164,611.031,667.89,621.667,720.175,643.899,662.773,624.534,607.172,635.149,690.473,569.953,637.611,575.469,623.939,579.356,692.441,613.005
1.0,,,,,,,5.0,3.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,16.17,414.836,476.366,437.994,474.376,423.415,479.13,460.882,460.661,452.902,469.058,450.461,482.215,498.7,484.35,477.592,582.236,543.398,497.954,454.297,608.879,435.281,476.452,448.024,487.986,398.836,457.596,442.108,482.073,443.714,464.874
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,16.08,396.893,377.268,381.656,395.868,336.053,401.831,330.992,398.404,407.544,392.326,489.501,504.017,529.683,488.05,503.597,492.584,540.327,535.467,551.34,527.097,499.378,499.485,462.514,497.468,397.646,494.55,460.375,487.132,499.043,498.198
1.0,,,,,,,1.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,6.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,,2.0,2.0,2.0,15.75,276.771,272.854,299.403,292.056,296.645,322.019,360.726,319.197,281.741,233.794,400.487,369.952,410.093,387.991,419.806,427.828,399.386,474.334,419.131,375.786,262.681,337.743,337.681,304.81,345.375,321.734,344.831,337.662,269.794,257.393
2.0,,,,,,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,15.75,476.205,379.462,411.105,443.274,442.876,418.041,411.381,428.673,449.109,410.742,478.086,443.259,410.48,496.982,479.584,437.711,487.329,495.027,454.511,437.652,448.835,463.791,373.448,440.542,472.609,324.887,373.796,392.471,462.652,411.089
1.0,,,,,,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,15.75,502.878,489.399,429.565,496.246,478.59,492.445,504.282,505.652,495.186,546.896,530.957,623.317,493.746,634.384,557.495,585.469,598.201,557.168,571.69,576.089,524.463,485.25,512.743,535.432,498.377,553.789,532.993,496.814,521.626,508.832
2.0,,,,,,,5.0,5.0,,5.0,5.0,2.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,15.5,368.002,398.623,383.651,375.191,360.219,351.569,363.958,417.679,389.725,392.596,423.732,456.265,419.043,419.635,475.342,424.743,385.513,483.267,444.361,480.347,419.824,436.205,458.819,483.92,447.166,436.319,365.66,490.035,428.091,458.407
1.0,,,,,,,5.0,5.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,15.5,567.228,547.32,528.632,530.494,527.375,519.268,527.945,572.543,567.35,568.198,635.858,587.671,606.052,620.384,676.882,624.897,730.791,657.417,706.845,648.913,647.358,653.912,615.731,620.023,608.554,561.108,647.76,639.118,700.121,670.037
1.0,,,,,,,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,15.58,680.736,607.994,679.687,621.374,729.423,664.291,644.509,730.216,682.184,658.784,726.411,720.589,690.559,726.769,663.11,735.267,658.412,757.241,651.803,706.536,693.117,729.814,660.6,697.287,753.524,686.537,689.633,715.489,681.897,716.638
2.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,16.33,389.816,434.478,353.704,435.639,382.178,377.167,383.315,403.698,397.306,405.764,497.244,536.528,494.299,512.565,497.653,482.86,549.191,511.705,504.521,511.856,488.534,538.736,487.686,532.097,515.345,449.886,536.267,510.408,459.681,452.389
1.0,,,,,,,5.0,5.0,1.0,5.0,1.0,4.0,3.0,2.0,5.0,1.0,5.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,16.08,399.181,439.581,479.61,432.16,464.813,434.046,501.594,492.239,428.346,455.023,432.078,445.232,511.041,451.359,481.016,434.577,483.39,504.642,493.253,596.957,355.891,429.514,475.009,413.137,375.328,449.403,453.124,480.686,395.071,500.26
2.0,,,,,,,4.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,15.83,503.665,595.897,559.178,554.962,578.426,542.61,590.239,631.029,455.293,549.955,566.255,566.624,616.325,610.408,599.917,598.352,605.82,600.268,605.986,627.617,578.727,669.725,662.361,657.469,654.359,653.006,659.231,659.772,623.704,668.338
1.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,6.0,6.0,6.0,6.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,15.42,436.793,407.337,387.645,411.927,372.873,392.921,371.048,408.042,382.001,377.326,428.967,376.784,338.263,336.808,299.03,307.827,421.508,311.873,330.41,269.262,389.56,397.409,367.992,383.973,365.79,365.811,454.131,339.311,359.451,340.579
1.0,,,,,,,5.0,3.0,1.0,5.0,4.0,2.0,3.0,3.0,5.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,16.25,414.876,482.008,470.579,468.443,477.3,460.241,460.844,474.303,479.804,451.664,519.453,518.294,534.184,561.859,610.226,469.13,599.044,497.546,570.658,504.762,418.219,438.868,461.037,487.747,488.434,412.658,464.391,483.689,445.072,408.141
2.0,,,,,,,5.0,5.0,3.0,4.0,5.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,15.5,514.818,534.827,498.397,514.523,520.19,509.241,483.821,510.372,493.427,507.487,551.01,556.041,518.368,530.814,574.891,620.417,579.01,543.118,542.656,523.861,565.423,579.73,533.488,506.111,529.262,568.007,536.666,530.826,539.501,529.499
2.0,,,,,,,5.0,5.0,4.0,5.0,4.0,2.0,2.0,5.0,5.0,3.0,5.0,1.0,4.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,6.0,6.0,5.0,5.0,4.0,5.0,4.0,16.0,419.138,452.118,428.261,419.721,412.287,397.284,424.339,424.48,441.655,406.252,408.712,426.26,408.48,466.791,409.938,419.581,350.023,490.578,519.004,476.224,445.231,418.414,404.217,410.462,418.46,454.58,400.709,426.439,405.225,437.652
1.0,,,,,,,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,15.92,379.322,372.508,338.843,395.026,377.251,427.775,387.808,399.791,395.182,444.244,544.467,539.458,522.33,572.28,477.996,542.341,533.27,565.991,517.743,561.433,489.242,488.51,507.751,443.804,474.928,553.04,462.084,502.711,448.666,506.275
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,16.17,268.053,268.465,267.071,316.4,299.125,282.041,362.62,218.48,266.898,251.467,301.745,340.336,253.757,369.396,334.105,318.424,263.772,266.308,290.55,244.656,320.821,337.06,280.586,382.125,329.858,372.625,327.275,293.845,329.173,290.821
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15.5,468.97,440.874,510.94,486.058,468.387,459.684,491.995,466.193,457.661,455.832,593.561,575.362,511.848,542.58,591.494,559.685,544.785,563.408,585.032,537.182,626.855,558.822,573.135,548.252,552.197,549.863,551.548,582.013,579.431,542.094
2.0,,,,,,,5.0,4.0,1.0,5.0,1.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,16.08,561.536,578.824,626.836,603.349,600.328,648.557,605.319,631.5,612.515,630.581,621.975,632.089,611.688,590.096,600.338,646.168,574.546,583.915,612.926,566.813,703.317,731.245,704.614,712.574,707.922,766.88,693.866,717.64,751.068,670.989
2.0,,,,,,,4.0,4.0,,4.0,4.0,4.0,4.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,15.58,224.296,225.375,290.887,163.508,255.714,278.544,185.512,263.412,249.275,206.193,282.303,266.914,298.596,240.325,280.846,370.25,286.517,263.046,303.122,238.155,279.801,226.133,320.651,248.346,279.163,327.241,255.272,241.015,238.927,261.776
1.0,,,,,,,3.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,15.58,455.786,441.177,377.323,376.74,415.489,427.137,357.411,418.643,431.947,370.047,475.247,471.74,396.667,426.162,396.93,387.112,507.922,477.945,396.237,422.084,510.538,479.7,408.259,447.683,422.11,402.607,486.63,481.36,477.131,451.623
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,459.636,395.72,375.938,364.15,412.395,365.559,408.735,400.28,420.942,358.147,465.913,398.629,370.067,374.175,410.654,438.722,356.329,360.634,401.327,351.092,396.71,410.253,373.067,404.466,392.846,378.793,374.437,375.327,422.747,377.308
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.92,366.272,332.501,318.404,367.215,324.905,335.252,340.637,339.127,322.328,350.61,453.886,437.035,391.088,410.512,408.22,433.122,359.865,411.547,354.566,419.002,448.979,389.022,385.842,424.799,333.928,370.717,371.24,448.654,317.15,366.083
1.0,,,,,,,4.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,6.0,4.0,6.0,2.0,1.0,1.0,1.0,16.0,485.87,491.179,495.487,449.638,468.877,479.418,507.052,464.215,521.288,479.368,578.321,587.88,545.974,599.545,592.357,535.772,623.949,578.281,553.502,524.578,495.284,488.849,493.401,474.113,501.775,443.248,573.395,516.267,477.523,436.55
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83,482.439,453.396,423.381,470.19,434.098,468.536,460.926,461.051,489.913,435.797,489.417,430.824,426.314,485.991,456.994,493.797,458.075,492.241,524.523,469.987,497.065,490.87,391.433,444.093,473.44,498.794,454.519,514.979,501.174,473.54
1.0,,,,,,,4.0,4.0,6.0,4.0,4.0,3.0,3.0,5.0,4.0,6.0,4.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,16.25,464.071,457.961,423.231,399.334,389.843,459.541,423.98,505.419,434.744,480.512,496.902,476.29,498.466,480.856,487.023,471.652,514.925,468.644,531.047,522.593,508.12,475.123,457.277,471.379,506.898,488.709,504.826,534.71,528.512,556.066
2.0,,,,,,,5.0,5.0,2.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,16.17,532.261,519.582,510.841,516.291,502.187,499.146,537.367,491.42,493.431,524.241,498.913,483.566,542.252,467.908,475.085,477.41,464.573,508.504,491.908,493.217,571.326,544.487,596.512,549.824,587.308,574.39,540.765,558.948,536.25,561.818
1.0,,,,,,,5.0,4.0,6.0,5.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,15.75,509.195,503.223,493.111,507.918,487.713,552.597,483.064,506.73,517.514,524.584,627.131,569.017,513.052,527.476,569.629,565.344,525.433,562.84,517.374,562.838,591.645,574.649,583.451,578.829,574.659,529.451,533.78,576.25,567.423,551.979
1.0,,,,,,,4.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,16.0,414.035,398.476,379.276,369.494,391.053,350.088,378.142,377.906,404.854,388.037,407.122,383.158,435.257,365.562,417.622,386.503,444.008,423.496,438.02,431.398,382.274,372.919,393.482,399.246,381.409,339.036,385.475,406.052,359.055,394.488
2.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,16.08,484.421,488.028,499.063,488.628,504.381,448.453,494.195,521.025,514.069,530.216,466.949,562.094,542.179,519.428,498.454,494.33,510.436,503.841,465.558,523.552,514.804,562.403,554.195,557.019,552.626,494.588,506.556,543.531,597.568,588.489
1.0,,,,,,,3.0,5.0,6.0,3.0,2.0,3.0,4.0,4.0,5.0,1.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,6.0,2.0,2.0,1.0,1.0,15.42,686.217,634.171,659.671,644.933,659.192,657.905,624.233,663.222,682.213,705.296,688.741,712.399,752.965,743.064,721.886,786.013,698.231,681.563,745.948,820.823,707.706,710.974,717.801,755.327,646.127,739.381,707.908,726.035,751.842,771.556
1.0,,,,,,,3.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,3.0,4.0,15.5,382.412,358.792,377.649,365.686,387.832,390.464,356.63,384.763,346.956,362.749,382.583,414.543,404.059,394.651,356.864,345.739,362.076,427.158,438.739,382.594,384.88,360.284,439.693,357.594,356.715,380.966,333.905,392.669,347.04,368.861
2.0,,,,,,,5.0,4.0,3.0,5.0,5.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,15.75,429.612,417.821,427.07,410.361,429.915,440.494,467.776,396.953,435.357,427.412,467.324,481.227,457.259,471.961,554.667,480.861,518.67,477.642,534.987,460.535,495.456,455.58,397.617,488.291,413.836,474.126,479.037,410.247,424.874,399.396
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.42,348.169,359.213,353.689,385.171,350.331,345.867,350.127,351.905,364.173,422.752,372.089,386.829,333.932,350.701,373.596,362.616,337.595,284.948,358.708,390.348,426.233,425.116,406.448,399.645,352.479,453.381,365.367,349.158,372.672,435.138
1.0,,,,,,,5.0,5.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,15.67,528.099,543.895,482.82,495.271,523.004,510.571,534.055,501.047,483.51,513.934,595.935,555.004,602.281,661.019,557.773,604.406,603.446,548.807,556.381,648.742,559.77,554.167,533.571,545.922,555.33,539.687,551.901,516.158,549.377,568.803
2.0,,,,,,,4.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,,4.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,15.5,435.49,401.284,429.962,361.179,422.065,392.643,448.178,416.254,409.879,387.468,345.76,472.116,414.797,481.717,372.807,323.159,521.161,464.582,340.579,370.162,407.57,421.844,416.585,420.901,404.782,401.736,441.05,444.183,404.427,417.402
1.0,,,,,,,4.0,4.0,6.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,16.25,499.044,515.557,540.127,511.735,492.276,515.926,492.512,483.756,473.468,515.641,613.707,618.558,622.027,617.232,577.666,640.165,660.397,647.872,587.229,653.977,567.943,614.809,595.531,558.356,473.991,563.156,544.665,574.395,551.43,599.038
2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,15.92,330.818,311.488,393.194,341.652,358.129,384.718,338.78,392.956,338.866,347.906,380.192,437.351,388.332,376.352,383.124,420.002,402.983,374.142,387.891,403.532,432.125,413.807,435.224,400.397,434.273,449.577,449.381,423.151,439.924,444.57
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,16.0,562.147,563.781,557.403,561.076,558.847,540.944,558.99,569.583,583.541,574.747,572.616,580.456,524.673,554.746,503.134,548.725,532.928,584.814,575.077,528.265,695.775,619.541,625.93,563.994,575.634,547.711,562.884,606.544,646.559,584.541
1.0,,,,,,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,16.25,555.189,490.198,509.707,511.875,516.403,529.474,544.26,522.355,533.961,491.106,604.059,543.632,497.248,532.244,567.379,639.432,565.063,568.496,625.845,519.375,527.635,499.189,455.526,492.268,492.904,546.366,547.107,540.525,490.285,507.893
1.0,,,,,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,16.08,413.164,393.804,349.094,394.122,402.57,376.356,373.225,357.798,444.601,406.593,452.515,411.832,423.421,488.726,436.003,367.559,499.109,374.186,494.592,500.88,477.966,487.264,458.107,457.896,424.934,465.396,490.202,443.058,494.086,531.798
2.0,,,,,,,4.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,16.17,513.4,580.509,524.496,483.836,505.716,490.32,484.888,570.17,518.358,490.154,589.422,611.418,586.043,454.312,545.827,452.668,532.37,575.498,516.499,424.062,532.375,515.397,522.694,493.22,499.418,458.018,515.545,555.728,515.634,482.734
1.0,,,,,,,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,16.08,277.138,298.5,282.091,295.608,310.066,304.721,353.876,338.008,315.138,287.921,299.263,300.593,275.471,319.573,264.775,304.035,301.873,319.492,304.02,271.47,301.362,338.08,275.59,290.12,281.629,317.496,274.828,337.635,332.426,323.055
1.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,16.08,434.683,446.017,392.315,450.643,406.377,376.778,418.87,426.541,404.601,436.337,511.857,447.214,524.871,497.192,532.616,451.903,424.82,429.73,374.813,558.483,404.287,445.067,429.241,400.86,453.829,382.937,418.479,378.74,369.067,433.015
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92,433.61,442.209,491.199,481.873,490.13,464.57,464.982,492.764,480.783,473.453,496.401,504.883,497.131,473.959,530.359,497.667,492.3,516.836,556.318,472.768,490.96,521.959,509.347,533.929,525.998,507.725,541.707,533.044,556.438,502.947
2.0,,,,,,,3.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,4.0,6.0,1.0,3.0,3.0,4.0,3.0,5.0,6.0,3.0,6.0,5.0,5.0,2.0,4.0,3.0,15.33,306.272,288.332,288.218,323.38,323.003,322.972,352.06,283.689,382.832,321.022,365.014,338.935,321.434,333.298,286.892,378.871,310.011,329.526,354.427,329.65,313.542,329.746,238.841,264.122,277.749,379.337,334.811,303.493,373.968,329.464
1.0,,,,,,,4.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,,2.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,16.08,508.969,456.772,452.571,487.53,469.755,445.281,490.976,468.176,464.857,480.55,507.773,469.587,471.774,526.393,512.094,484.673,483.107,542.989,505.583,497.879,521.398,451.592,453.499,517.633,508.722,437.198,499.302,473.133,526.769,468.229
2.0,,,,,,,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,15.92,385.637,402.798,373.862,407.782,349.218,377.403,355.363,389.944,385.204,356.43,337.307,461.683,387.194,457.34,401.183,427.524,386.907,422.97,470.941,412.645,414.782,468.195,401.134,461.134,412.094,471.371,438.362,446.168,436.265,442.045
1.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,5.0,1.0,5.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,1.0,15.75,368.585,347.763,320.488,291.413,283.175,323.428,317.825,306.712,346.55,329.45,396.834,421.983,402.251,356.208,398.816,373.482,394.707,371.008,394.796,422.581,487.701,414.599,420.605,353.853,397.234,442.933,358.884,349.529,374.171,419.821
1.0,,,,,,,5.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,15.83,305.345,355.997,296.628,364.744,309.194,332.132,265.667,351.826,329.374,267.852,346.731,304.563,286.745,302.419,323.427,352.581,263.054,306.506,267.577,261.119,260.563,319.179,290.653,344.643,331.047,380.242,276.565,349.364,349.303,203.694
1.0,,,,,,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,15.33,427.876,421.162,433.716,440.579,434.733,444.471,481.112,459.515,464.622,450.708,492.093,446.191,443.481,576.006,471.086,454.849,475.127,410.206,510.002,533.587,441.385,413.828,435.271,458.952,455.792,425.424,448.535,426.462,468.921,486.236
